id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
etf-9-0mm-hybrid-french-oak,etf-9-0mm-hybrid-french-oak,/products/etf-9-0mm-hybrid-french-oak/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,French Oak,Hybrid,"ETF 9.0mm Hybrid French Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-french-oak.jpg, ETF 9.0mm Hybrid Flooring French Oak colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-grey-oak,etf-9-0mm-hybrid-grey-oak,/products/etf-9-0mm-hybrid-grey-oak/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,Grey Oak,Hybrid,"ETF 9.0mm Hybrid Grey Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-grey-oak.jpg, ETF 9.0mm Hybrid Flooring Grey Oak colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-lake-oak-light,etf-9-0mm-hybrid-lake-oak-light,/products/etf-9-0mm-hybrid-lake-oak-light/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,Lake Oak Light,Hybrid,"ETF 9.0mm Hybrid Lake Oak Light is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-lake-oak-light.jpg, ETF 9.0mm Hybrid Flooring Lake Oak Light colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-natural-oak,etf-9-0mm-hybrid-natural-oak,/products/etf-9-0mm-hybrid-natural-oak/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,Natural Oak,Hybrid,"ETF 9.0mm Hybrid Natural Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-natural-oak.jpg, ETF 9.0mm Hybrid Flooring Natural Oak colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-new-driftwood,etf-9-0mm-hybrid-new-driftwood,/products/etf-9-0mm-hybrid-new-driftwood/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,New Driftwood,Hybrid,"ETF 9.0mm Hybrid New Driftwood is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-new-driftwood.jpg, ETF 9.0mm Hybrid Flooring New Driftwood colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-new-zealand-blackbutt,etf-9-0mm-hybrid-new-zealand-blackbutt,/products/etf-9-0mm-hybrid-new-zealand-blackbutt/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,New Zealand Blackbutt,Hybrid,"ETF 9.0mm Hybrid New Zealand Blackbutt is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-new-zealand-blackbutt.jpg, ETF 9.0mm Hybrid Flooring New Zealand Blackbutt colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-oslo-oak-grey,etf-9-0mm-hybrid-oslo-oak-grey,/products/etf-9-0mm-hybrid-oslo-oak-grey/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,Oslo Oak Grey,Hybrid,"ETF 9.0mm Hybrid Oslo Oak Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-oslo-oak-grey.jpg, ETF 9.0mm Hybrid Flooring Oslo Oak Grey colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-qld-spotted-gum,etf-9-0mm-hybrid-qld-spotted-gum,/products/etf-9-0mm-hybrid-qld-spotted-gum/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,QLD Spotted Gum,Hybrid,"ETF 9.0mm Hybrid QLD Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-qld-spotted-gum.jpg, ETF 9.0mm Hybrid Flooring QLD Spotted Gum colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-9-0mm-hybrid-spotted-gum,etf-9-0mm-hybrid-spotted-gum,/products/etf-9-0mm-hybrid-spotted-gum/,,,,ETF 9.0mm Hybrid,etf-9-0mm-hybrid,Spotted Gum,Hybrid,"ETF 9.0mm Hybrid Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9.0mm,Refer to selected colour brochure,,Floating click-lock system,,Confirm the current supplier warranty for the selected range before ordering.,"Living areas, Bedrooms, Apartments, Rental properties, Family homes","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-spotted-gum.jpg, ETF 9.0mm Hybrid Flooring Spotted Gum colour sample,single-image-only,,,,,,,,,9.0mm,,,,,,,,, live-aligned import
etf-hybrid-spc-9mm-dexter-oak,etf-hybrid-spc-9mm-dexter-oak,/products/etf-hybrid-spc-9mm-dexter-oak/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Dexter Oak,Hybrid,"ETF Hybrid SPC 9mm 9mm Dexter Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Dexter Oak hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-driftwood,etf-hybrid-spc-9mm-driftwood,/products/etf-hybrid-spc-9mm-driftwood/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Driftwood,Hybrid,"ETF Hybrid SPC 9mm 9mm Driftwood is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Driftwood hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-grey-oak,etf-hybrid-spc-9mm-grey-oak,/products/etf-hybrid-spc-9mm-grey-oak/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Grey Oak,Hybrid,"ETF Hybrid SPC 9mm 9mm Grey Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Grey Oak hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-helena-oak,etf-hybrid-spc-9mm-helena-oak,/products/etf-hybrid-spc-9mm-helena-oak/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Helena Oak,Hybrid,"ETF Hybrid SPC 9mm 9mm Helena Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Helena Oak hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-new-zealand-blackbutt,etf-hybrid-spc-9mm-new-zealand-blackbutt,/products/etf-hybrid-spc-9mm-new-zealand-blackbutt/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm New Zealand Blackbutt,Hybrid,"ETF Hybrid SPC 9mm 9mm New Zealand Blackbutt is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm New Zealand Blackbutt hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-oslo-oak-grey,etf-hybrid-spc-9mm-oslo-oak-grey,/products/etf-hybrid-spc-9mm-oslo-oak-grey/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Oslo Oak Grey,Hybrid,"ETF Hybrid SPC 9mm 9mm Oslo Oak Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Oslo Oak Grey hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
etf-hybrid-spc-9mm-spotted-gum,etf-hybrid-spc-9mm-spotted-gum,/products/etf-hybrid-spc-9mm-spotted-gum/,ETF Hybrid SPC,ETF Hybrid SPC,,ETF Hybrid SPC 9mm,etf-hybrid-spc-9mm,9mm Spotted Gum,Hybrid,"ETF Hybrid SPC 9mm 9mm Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",9mm,,,Floating click system; confirm range-specific subfloor requirements,,Supplier warranty varies by range and use. Confirm current residential/commercial warranty before ordering.,"Homes, apartments, rentals and selected light commercial interiors","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/etf-9mm-alaskan-oak.jpg,ETF Hybrid SPC 9mm Spotted Gum hybrid flooring product,range-image,,,SPC,,,,,,9mm,,,,,,,,,Legacy Oz import
grande-7-5-hybrid-capri-7-5,grande-7-5-hybrid-capri-7-5,/products/grande-7-5-hybrid-capri-7-5/,,,,Grande 7.5 Hybrid,grande-7-5-hybrid,Capri 7.5,Hybrid,"Grande 7.5 Hybrid Capri 7.5 is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7.5mm,Length 1500mm x Width 230mm,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Apartments, Living areas, Bedrooms, Rental renovations","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/grande-7-5mm/capri-7-5.webp,Capri 7.5 Grande 7.5 Hybrid Flooring sample,single-image-only,,,,,,,,,7.5mm,,,,,,,,,Eco live-aligned import
grande-7-5-hybrid-cream-7-5,grande-7-5-hybrid-cream-7-5,/products/grande-7-5-hybrid-cream-7-5/,,,,Grande 7.5 Hybrid,grande-7-5-hybrid,Cream 7.5,Hybrid,"Grande 7.5 Hybrid Cream 7.5 is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7.5mm,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Apartments, Living areas, Bedrooms, Rental renovations","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/grande-7-5mm/cream-7-5.webp,Cream 7.5 Grande 7.5 Hybrid Flooring sample,single-image-only,,,,,,,,,7.5mm,,,,,,,,,Eco live-aligned import
grande-7-5-hybrid-northen-spotted-gum-7-5,grande-7-5-hybrid-northen-spotted-gum-7-5,/products/grande-7-5-hybrid-northen-spotted-gum-7-5/,,,,Grande 7.5 Hybrid,grande-7-5-hybrid,Northen Spotted Gum 7.5,Hybrid,"Grande 7.5 Hybrid Northen Spotted Gum 7.5 is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",7.5mm,,,Floating click system. Final installation method depends on the product specification and site conditions.,,Confirm the current supplier warranty for the selected range before ordering.,"Apartments, Living areas, Bedrooms, Rental renovations","Subfloor flatness, moisture and transition details should be checked before laminate flooring is ordered or installed.",Check stock availability,/assets/products/hybrid/grande-7-5mm/northen-spotted-gum-7-5.webp,Northen Spotted Gum 7.5 Grande 7.5 Hybrid Flooring sample,single-image-only,,,,,,,,,7.5mm,,,,,,,,,Eco live-aligned import
